"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sf3b5",6.02599817907626e-32,0.60685275121485,0.726,0.318,9.93506319784302e-28,"Pro-B Cells","Sf3b5"
"Ebna1bp2",6.35785120526465e-32,0.638826713021469,0.48,0.179,1.04821892821198e-27,"Pro-B Cells","Ebna1bp2"
"1600014C10Rik",6.35901102723703e-32,1.11691084474979,0.195,0.046,1.04841014806057e-27,"Pro-B Cells","1600014C10Rik"
"Akap6",6.64292948791188e-32,4.58255280204701,0.04,0.002,1.09521978467203e-27,"Pro-B Cells","Akap6"
"Sdhd",6.70457540982612e-32,0.625069671114656,0.463,0.168,1.10538334781803e-27,"Pro-B Cells","Sdhd"
"Man2b1",7.08125155956717e-32,0.637495720311798,0.686,0.301,1.16748594462584e-27,"Pro-B Cells","Man2b1"
"RP24-143K11.2",7.08642182059742e-32,2.24322042905095,0.079,0.009,1.1683383655619e-27,"Pro-B Cells","RP24-143K11.2"
"BC017643",7.36552798344943e-32,0.600064327079202,0.576,0.231,1.21435459863131e-27,"Pro-B Cells","BC017643"
"Tmem192",7.36905321313095e-32,0.657984415433539,0.404,0.143,1.2149358032489e-27,"Pro-B Cells","Tmem192"
"Sdk1",7.45565165564055e-32,3.04491063952379,0.04,0.002,1.22921328846546e-27,"Pro-B Cells","Sdk1"
"Psmd1",8.11110199652802e-32,0.538346128714226,0.582,0.237,1.33727738616757e-27,"Pro-B Cells","Psmd1"
"Ndufs3",8.2535917312833e-32,0.607857241668778,0.602,0.247,1.36076966873668e-27,"Pro-B Cells","Ndufs3"
"Atg5",8.42255038619048e-32,0.513710176776595,0.602,0.244,1.38862588217123e-27,"Pro-B Cells","Atg5"
"Gnai2",8.48638331969106e-32,0.622794371736411,0.955,0.668,1.39915001791746e-27,"Pro-B Cells","Gnai2"
"Srek1ip1",8.72332764799318e-32,0.92939482228363,0.266,0.077,1.43821502932463e-27,"Pro-B Cells","Srek1ip1"
"Zxdb",9.20626678541856e-32,0.827909280257216,0.223,0.057,1.51783720491196e-27,"Pro-B Cells","Zxdb"
"Polr2l",9.26546137143808e-32,0.929031774017914,0.285,0.085,1.527596616309e-27,"Pro-B Cells","Polr2l"
"Med17",9.37830702282569e-32,0.77342204721603,0.376,0.127,1.54620147885327e-27,"Pro-B Cells","Med17"
"Secisbp2l",9.90563514325488e-32,0.527117543576869,0.492,0.184,1.63314206606843e-27,"Pro-B Cells","Secisbp2l"
"Ginm1",1.10399406451559e-31,0.938917815077134,0.263,0.075,1.82015501416685e-27,"Pro-B Cells","Ginm1"
"Cycs",1.21760280166068e-31,0.698324485119668,0.667,0.298,2.00746173909796e-27,"Pro-B Cells","Cycs"
"Abi2",1.23778230631799e-31,1.78480527051864,0.11,0.017,2.04073168842647e-27,"Pro-B Cells","Abi2"
"Slc25a45",1.2403571620924e-31,1.0897542613332,0.175,0.039,2.04497685314174e-27,"Pro-B Cells","Slc25a45"
"Atp7a",1.24379657051918e-31,0.560122305228489,0.432,0.156,2.05064740581497e-27,"Pro-B Cells","Atp7a"
"Ndufa9",1.26743832017777e-31,0.605503450261969,0.421,0.15,2.08962555847709e-27,"Pro-B Cells","Ndufa9"
"Mettl1",1.36562739284054e-31,0.865542982182283,0.268,0.079,2.25150988257619e-27,"Pro-B Cells","Mettl1"
"Pak1ip1",1.40116228710547e-31,0.577694901638786,0.489,0.183,2.31009626275079e-27,"Pro-B Cells","Pak1ip1"
"Trmt112",1.41640324735149e-31,0.693764049873669,0.723,0.328,2.3352240339084e-27,"Pro-B Cells","Trmt112"
"Mrpl4",1.43291437124709e-31,0.750723645640399,0.41,0.145,2.36244592387508e-27,"Pro-B Cells","Mrpl4"
"Ly86",1.54104837228932e-31,0.586276167139129,0.949,0.651,2.54072645139341e-27,"Pro-B Cells","Ly86"
"Pla2g4f",1.55223668889189e-31,3.44505438000105,0.034,0.001,2.55917262897606e-27,"Pro-B Cells","Pla2g4f"
"Nfatc2",1.58489231846015e-31,0.858563943272341,0.398,0.144,2.61301196544525e-27,"Pro-B Cells","Nfatc2"
"Ext2",1.58581305217507e-31,0.622553074792271,0.427,0.155,2.61452997912104e-27,"Pro-B Cells","Ext2"
"Cpox",1.70562730619882e-31,0.815492056373584,0.277,0.081,2.81206773972999e-27,"Pro-B Cells","Cpox"
"Ercc5",1.92927266902163e-31,0.710789652758044,0.302,0.093,3.18079184941596e-27,"Pro-B Cells","Ercc5"
"Nlrp1b",1.98058327207793e-31,6.3108616745319,0.02,0,3.26538764067489e-27,"Pro-B Cells","Nlrp1b"
"Dhrs9",1.99041391317392e-31,5.50208487918054,0.02,0,3.28159541864983e-27,"Pro-B Cells","Dhrs9"
"Apaf1",2.0370227893307e-31,0.611169086076341,0.373,0.127,3.35843947276952e-27,"Pro-B Cells","Apaf1"
"Pdap1",2.10815161482906e-31,0.61649733911358,0.393,0.134,3.47570956736868e-27,"Pro-B Cells","Pdap1"
"Pkd1",2.11508440987542e-31,0.589957466699368,0.395,0.135,3.48713966656161e-27,"Pro-B Cells","Pkd1"
"Crot",2.13435326458011e-31,0.714398617936048,0.246,0.067,3.51890822731323e-27,"Pro-B Cells","Crot"
"Hipk2",2.17443687953898e-31,0.557037356382672,0.556,0.231,3.58499408329592e-27,"Pro-B Cells","Hipk2"
"Amdhd2",2.29441722403925e-31,1.38090436384393,0.169,0.037,3.78280567727352e-27,"Pro-B Cells","Amdhd2"
"Nudc",2.38736984104401e-31,0.563055201133568,0.61,0.25,3.93605665692926e-27,"Pro-B Cells","Nudc"
"Pgm3",2.57959291556971e-31,0.873814160403188,0.232,0.062,4.25297483989978e-27,"Pro-B Cells","Pgm3"
"Zcrb1",2.67776885451336e-31,0.635758206166224,0.596,0.248,4.41483751043617e-27,"Pro-B Cells","Zcrb1"
"Top1",2.73255849015763e-31,0.599254441689397,0.96,0.638,4.50516918272288e-27,"Pro-B Cells","Top1"
"Vps29",2.74956167721236e-31,0.632504050615687,0.548,0.217,4.53320233722002e-27,"Pro-B Cells","Vps29"
"mt-Co3",2.85228068350293e-31,0.31512106278227,1,0.999,4.70255516289129e-27,"Pro-B Cells","mt-Co3"
"3110002H16Rik",2.86293194223008e-31,0.994711482142573,0.263,0.076,4.72011589315474e-27,"Pro-B Cells","3110002H16Rik"
"Paip1",2.86681218078819e-31,0.586374236332376,0.559,0.229,4.7265132424655e-27,"Pro-B Cells","Paip1"
"Lman2l",2.88911722716389e-31,0.717859090829298,0.376,0.13,4.76328757242511e-27,"Pro-B Cells","Lman2l"
"Gstk1",2.89640912302709e-31,1.69883855607396,0.093,0.013,4.77530972113476e-27,"Pro-B Cells","Gstk1"
"Slc25a11",2.90914552133186e-31,0.775526129852369,0.435,0.159,4.79630822101983e-27,"Pro-B Cells","Slc25a11"
"Wrb",3.19012714948376e-31,1.89038481061652,0.102,0.015,5.25956263135387e-27,"Pro-B Cells","Wrb"
"Ifi205",3.40311333849041e-31,6.70292717364531,0.017,0,5.61071296116913e-27,"Pro-B Cells","Ifi205"
"Mrgpra2b",3.40311333849041e-31,8.12981795960245,0.017,0,5.61071296116913e-27,"Pro-B Cells","Mrgpra2b"
"6430548M08Rik",3.40311333849041e-31,6.96758286583058,0.017,0,5.61071296116913e-27,"Pro-B Cells","6430548M08Rik"
"Abca9",3.40311333849041e-31,7.37484551405913,0.017,0,5.61071296116913e-27,"Pro-B Cells","Abca9"
"Igfbp6",3.40311333849041e-31,8.06115065648415,0.017,0,5.61071296116913e-27,"Pro-B Cells","Igfbp6"
"Zp1",3.40311333849041e-31,6.91114701953556,0.017,0,5.61071296116913e-27,"Pro-B Cells","Zp1"
"Plekhh2",3.40311333849041e-31,6.92645038000915,0.017,0,5.61071296116913e-27,"Pro-B Cells","Plekhh2"
"Gm26812",3.40311333849041e-31,6.77526649699275,0.017,0,5.61071296116913e-27,"Pro-B Cells","Gm26812"
"Nhp2l1",3.52226675069462e-31,0.68729194767238,0.743,0.346,5.80716119187022e-27,"Pro-B Cells","Nhp2l1"
"Ndel1",3.53059451554256e-31,0.646583540488611,0.703,0.328,5.82089117777501e-27,"Pro-B Cells","Ndel1"
"Haus3",3.55027405774726e-31,0.807187625403235,0.333,0.108,5.8533368390079e-27,"Pro-B Cells","Haus3"
"Ndufa3",3.57841468944356e-31,0.739776095361289,0.568,0.233,5.89973229848559e-27,"Pro-B Cells","Ndufa3"
"C130050O18Rik",3.98216689864478e-31,4.27497494315652,0.025,0.001,6.56539856579565e-27,"Pro-B Cells","C130050O18Rik"
"Procr",3.99759044846766e-31,3.87030774353552,0.025,0.001,6.59082737238864e-27,"Pro-B Cells","Procr"
"Thap7",4.05096087196915e-31,0.894098075204395,0.212,0.054,6.67881918961554e-27,"Pro-B Cells","Thap7"
"Cln6",4.05819208119134e-31,1.95097234847292,0.113,0.019,6.69074128426016e-27,"Pro-B Cells","Cln6"
"Rcn2",4.66509402382979e-31,0.471289961408476,0.41,0.144,7.69134051708818e-27,"Pro-B Cells","Rcn2"
"Dpagt1",4.71725786165429e-31,1.76429666062574,0.119,0.02,7.77734303650943e-27,"Pro-B Cells","Dpagt1"
"Dync1li1",4.73825053706368e-31,0.600672322384392,0.585,0.244,7.81195366045689e-27,"Pro-B Cells","Dync1li1"
"Serpinf1",4.92598134185934e-31,4.47300149207721,0.031,0.001,8.12146543832349e-27,"Pro-B Cells","Serpinf1"
"Soat2",5.11841086673986e-31,3.3234613908776,0.031,0.001,8.43872399599401e-27,"Pro-B Cells","Soat2"
"Arhgap9",5.26892251791621e-31,0.751741442230572,0.342,0.112,8.68687255528846e-27,"Pro-B Cells","Arhgap9"
"Wwp1",5.81900907090697e-31,0.617501787151891,0.401,0.143,9.59380025520433e-27,"Pro-B Cells","Wwp1"
"Pigt",5.88834876976338e-31,0.491380573512319,0.48,0.178,9.70812061670889e-27,"Pro-B Cells","Pigt"
"l7Rn6",6.3047423158706e-31,0.64998395807287,0.373,0.128,1.03946286561759e-26,"Pro-B Cells","l7Rn6"
"Nphp3",6.53564925906597e-31,1.23062477843208,0.121,0.021,1.07753249334221e-26,"Pro-B Cells","Nphp3"
"Eif4enif1",6.70677179617118e-31,0.436345142242323,0.489,0.186,1.10574546603474e-26,"Pro-B Cells","Eif4enif1"
"Gm16553",6.91629811673358e-31,3.06992261630828,0.045,0.003,1.14029007050587e-26,"Pro-B Cells","Gm16553"
"Ms4a6c",7.1591213179826e-31,1.20359299522084,0.28,0.087,1.18032433169579e-26,"Pro-B Cells","Ms4a6c"
"Arsa",7.21667116388287e-31,1.46479497873017,0.11,0.018,1.18981257478937e-26,"Pro-B Cells","Arsa"
"Nostrin",7.7184711318773e-31,4.93833753228602,0.028,0.001,1.27254433551261e-26,"Pro-B Cells","Nostrin"
"Ipo9",8.16107425499413e-31,0.539161196440349,0.432,0.157,1.34551631242088e-26,"Pro-B Cells","Ipo9"
"Atp6v0a2",8.54097323298659e-31,0.476695276314795,0.421,0.15,1.4081502569225e-26,"Pro-B Cells","Atp6v0a2"
"Coasy",9.07127352422631e-31,1.19504277918184,0.167,0.037,1.49558086593919e-26,"Pro-B Cells","Coasy"
"Herc6",9.35783137659858e-31,0.845299998098444,0.418,0.156,1.54282565905981e-26,"Pro-B Cells","Herc6"
"Aco1",9.65672524654799e-31,0.98176397568186,0.189,0.045,1.59210429139837e-26,"Pro-B Cells","Aco1"
"Kctd20",9.77741864608951e-31,0.607228868769611,0.401,0.141,1.61200301218078e-26,"Pro-B Cells","Kctd20"
"Mbp",9.92339171106785e-31,0.621414305252314,0.579,0.245,1.63606959140376e-26,"Pro-B Cells","Mbp"
"Ankrd27",9.97086841306515e-31,0.777713912917433,0.28,0.084,1.64389707526205e-26,"Pro-B Cells","Ankrd27"
"Bnip2",1.00873036190401e-30,0.594517038496227,0.472,0.177,1.66309374767114e-26,"Pro-B Cells","Bnip2"
"Arpc3",1.00873258053653e-30,0.53970193792075,0.966,0.71,1.66309740553057e-26,"Pro-B Cells","Arpc3"
"Myo9a",1.08467936339917e-30,0.475719401661861,0.621,0.266,1.78831086643621e-26,"Pro-B Cells","Myo9a"
"Smim8",1.15834232746597e-30,0.821697195998538,0.294,0.091,1.90975899529314e-26,"Pro-B Cells","Smim8"
"Cln5",1.20130367433768e-30,0.879314272111613,0.246,0.069,1.98058936788054e-26,"Pro-B Cells","Cln5"
"Dlg4",1.23269676514808e-30,1.91639623098708,0.099,0.015,2.03234715669963e-26,"Pro-B Cells","Dlg4"
"Nxf1",1.42826620051787e-30,0.579586739214949,0.743,0.34,2.35478248479382e-26,"Pro-B Cells","Nxf1"
"Tmem50b",1.44587798035262e-30,0.687193782549552,0.362,0.124,2.38381902620737e-26,"Pro-B Cells","Tmem50b"
"BC003331",1.46725678358811e-30,0.514055991540108,0.347,0.115,2.41906625910172e-26,"Pro-B Cells","BC003331"
"Ap3m1",1.56509159189047e-30,0.616702013936555,0.435,0.161,2.58036650754981e-26,"Pro-B Cells","Ap3m1"
"Ncln",1.59196590540639e-30,0.745065092276105,0.263,0.076,2.62467418824351e-26,"Pro-B Cells","Ncln"
"Gsr",1.60585957342591e-30,1.36570396436904,0.192,0.047,2.6475806787073e-26,"Pro-B Cells","Gsr"
"Gm15800",1.61024382995606e-30,0.582641625828535,0.542,0.217,2.65480900244856e-26,"Pro-B Cells","Gm15800"
"Aes",1.62821081126396e-30,0.638894889050249,0.89,0.47,2.68443116453089e-26,"Pro-B Cells","Aes"
"Aph1b",1.65821629497186e-30,2.19554683377633,0.068,0.007,2.7339012055201e-26,"Pro-B Cells","Aph1b"
"Ranbp3",1.72278811826736e-30,0.476486818503528,0.429,0.154,2.84036077058739e-26,"Pro-B Cells","Ranbp3"
"Gm13139",1.80207813948158e-30,1.89841176574694,0.096,0.014,2.97108622856328e-26,"Pro-B Cells","Gm13139"
"0610009B22Rik",1.87608089880339e-30,1.75050758100834,0.138,0.027,3.09309457785716e-26,"Pro-B Cells","0610009B22Rik"
"Keap1",2.17387820271414e-30,0.758028330389301,0.311,0.1,3.5840729928148e-26,"Pro-B Cells","Keap1"
"4833439L19Rik",2.50786400394292e-30,0.687753493450084,0.342,0.113,4.13471538330069e-26,"Pro-B Cells","4833439L19Rik"
"Sod1",2.6641240222933e-30,0.589122484158922,0.497,0.195,4.39234127555496e-26,"Pro-B Cells","Sod1"
"Fbxl14",2.69915560460206e-30,0.828783326256873,0.251,0.072,4.45009784530742e-26,"Pro-B Cells","Fbxl14"
"Ak6",2.70984662125812e-30,0.854289454287121,0.251,0.072,4.46772412446826e-26,"Pro-B Cells","Ak6"
"Coq5",2.87966341625196e-30,0.443513636637515,0.441,0.16,4.7477010743746e-26,"Pro-B Cells","Coq5"
"D10Jhu81e",2.97361976851124e-30,1.0443331302574,0.223,0.06,4.90260691234448e-26,"Pro-B Cells","D10Jhu81e"
"Gtf2f1",3.12546421591503e-30,0.651586156274296,0.412,0.15,5.15295285277911e-26,"Pro-B Cells","Gtf2f1"
"Gemin8",3.13772359971387e-30,1.51433521096234,0.113,0.019,5.17316489884826e-26,"Pro-B Cells","Gemin8"
"Timm8b",3.16718162630071e-30,0.88130222709081,0.367,0.129,5.22173234728198e-26,"Pro-B Cells","Timm8b"
"Arf4",3.29093159182239e-30,0.815213581203897,0.893,0.583,5.42575891543757e-26,"Pro-B Cells","Arf4"
"Rhbdd1",3.31840474294991e-30,0.561678911703906,0.466,0.18,5.47105389970152e-26,"Pro-B Cells","Rhbdd1"
"Fbxo3",3.42831868435017e-30,0.595158424524353,0.415,0.15,5.65226901488812e-26,"Pro-B Cells","Fbxo3"
"Elof1",3.73184568509524e-30,0.645730018174034,0.356,0.12,6.15269398101652e-26,"Pro-B Cells","Elof1"
"Zfand2a",3.82828486472823e-30,1.51420100133541,0.169,0.039,6.31169325647742e-26,"Pro-B Cells","Zfand2a"
"Cetn2",4.02629589179519e-30,0.53635394800528,0.52,0.202,6.63815403680273e-26,"Pro-B Cells","Cetn2"
"Calm2",4.03793685356597e-30,0.562943041245932,0.958,0.704,6.65734649047422e-26,"Pro-B Cells","Calm2"
"Ufl1",4.44885439918424e-30,0.508205944631201,0.46,0.173,7.33482624793505e-26,"Pro-B Cells","Ufl1"
"Sestd1",4.46402099067483e-30,4.59054801760067,0.034,0.001,7.3598314073256e-26,"Pro-B Cells","Sestd1"
"Leo1",4.48277582990436e-30,1.06539286700615,0.212,0.056,7.39075251076332e-26,"Pro-B Cells","Leo1"
"Slc5a3",4.59272673977684e-30,1.1948405270818,0.195,0.049,7.57202857587007e-26,"Pro-B Cells","Slc5a3"
"Uqcrc1",4.63557018457136e-30,0.540427508633597,0.599,0.246,7.6426645633028e-26,"Pro-B Cells","Uqcrc1"
"Rad52",4.87508884368036e-30,0.875063352802371,0.243,0.069,8.03755897657581e-26,"Pro-B Cells","Rad52"
"Tgoln1",5.25390565856952e-30,0.534479450080344,0.65,0.274,8.66211425928357e-26,"Pro-B Cells","Tgoln1"
"Rnaset2b",5.94844833794289e-30,1.27562267493475,0.141,0.028,9.80720677476644e-26,"Pro-B Cells","Rnaset2b"
"0610010K14Rik",6.59023589732277e-30,0.7534113062201,0.316,0.103,1.0865321923916e-25,"Pro-B Cells","0610010K14Rik"
"Mvk",7.81017987897836e-30,1.21998805822997,0.155,0.033,1.28766435664716e-25,"Pro-B Cells","Mvk"
"Adgre5",8.64083719129226e-30,0.705571142715476,0.904,0.565,1.42461482772835e-25,"Pro-B Cells","Adgre5"
"Comt",1.06288903685188e-29,0.700220821896347,0.339,0.115,1.7523851550577e-25,"Pro-B Cells","Comt"
"Josd2",1.08461807859976e-29,0.809412646835482,0.285,0.089,1.78820982618743e-25,"Pro-B Cells","Josd2"
"As3mt",1.08994615277201e-29,0.747752385728526,0.339,0.114,1.79699422207521e-25,"Pro-B Cells","As3mt"
"Polr2j",1.11153785896097e-29,0.543274917132714,0.48,0.183,1.83259246806895e-25,"Pro-B Cells","Polr2j"
"Raly",1.11520197202546e-29,0.603487247354384,0.667,0.285,1.83863349127838e-25,"Pro-B Cells","Raly"
"Cdh23",1.11912020275795e-29,2.0246145212687,0.093,0.013,1.84509347828703e-25,"Pro-B Cells","Cdh23"
"Tpgs1",1.15196003496817e-29,0.912888529038264,0.229,0.063,1.89923650965202e-25,"Pro-B Cells","Tpgs1"
"Clec4d",1.27388273506752e-29,3.54205218448457,0.037,0.002,2.10025046530581e-25,"Pro-B Cells","Clec4d"
"Hal",1.27578415992571e-29,2.40786032607056,0.059,0.005,2.10338534446952e-25,"Pro-B Cells","Hal"
"Sdhaf4",1.33468744166414e-29,0.702812787344973,0.322,0.104,2.20049918507167e-25,"Pro-B Cells","Sdhaf4"
"Myof",1.36709109242692e-29,3.78487859568196,0.04,0.002,2.25392308408427e-25,"Pro-B Cells","Myof"
"Jdp2",1.43962335016703e-29,3.709919686958,0.051,0.004,2.37350701742038e-25,"Pro-B Cells","Jdp2"
"Shc1",1.47075966448737e-29,0.829422468158588,0.291,0.091,2.42484145884033e-25,"Pro-B Cells","Shc1"
"Reps2",1.50357046878046e-29,3.08912447381278,0.04,0.002,2.47893663187834e-25,"Pro-B Cells","Reps2"
"Gps1",1.6518745037495e-29,0.694533284786669,0.316,0.103,2.7234454943318e-25,"Pro-B Cells","Gps1"
"Brcc3",1.66402392824689e-29,0.570689250483829,0.404,0.145,2.74347625050064e-25,"Pro-B Cells","Brcc3"
"Apobr",1.66975896028917e-29,3.00197649911156,0.04,0.002,2.75293159782876e-25,"Pro-B Cells","Apobr"
"Fam151b",1.68726672422815e-29,1.72690932435715,0.09,0.013,2.78179664823495e-25,"Pro-B Cells","Fam151b"
"Srsf5",1.69912817732277e-29,0.574825434766569,0.963,0.717,2.80135262595205e-25,"Pro-B Cells","Srsf5"
"Bcas2",1.73176428368324e-29,0.574832769743866,0.669,0.293,2.85515977450855e-25,"Pro-B Cells","Bcas2"
"Uchl5",1.81255916563358e-29,0.489892778239695,0.508,0.201,2.98836629638008e-25,"Pro-B Cells","Uchl5"
"Ddhd2",1.8196184878539e-29,0.48891563545153,0.353,0.121,3.00000500092472e-25,"Pro-B Cells","Ddhd2"
"Mybpc2",1.82525398348364e-29,1.65222999849159,0.161,0.036,3.00929624256947e-25,"Pro-B Cells","Mybpc2"
"Lsm6",1.82653318869882e-29,0.667145088291817,0.602,0.259,3.01140526820775e-25,"Pro-B Cells","Lsm6"
"Fdx1",1.84861377816026e-29,1.17442787050722,0.234,0.067,3.04780953605283e-25,"Pro-B Cells","Fdx1"
"Ldoc1l",1.97107539680171e-29,1.47607983986818,0.113,0.019,3.24971200670697e-25,"Pro-B Cells","Ldoc1l"
"Ap3m2",2.10155262029491e-29,0.633077623114708,0.297,0.094,3.46482980508021e-25,"Pro-B Cells","Ap3m2"
"Dact3",2.32099838641677e-29,5.11746438651057,0.023,0,3.82663003968533e-25,"Pro-B Cells","Dact3"
"BC100451",2.34955215706764e-29,4.90801623348421,0.023,0,3.87370664135742e-25,"Pro-B Cells","BC100451"
"Psmb1",2.49327254205519e-29,0.650129850174932,0.901,0.545,4.1106584400864e-25,"Pro-B Cells","Psmb1"
"Rps6kl1",2.5039706181727e-29,4.44422122644344,0.031,0.001,4.12829635818133e-25,"Pro-B Cells","Rps6kl1"
"Sfxn1",2.51249427452206e-29,0.828256013751095,0.353,0.125,4.14234931040453e-25,"Pro-B Cells","Sfxn1"
"Ceacam16",2.51852700483423e-29,1.20741115500335,0.22,0.061,4.1522954728702e-25,"Pro-B Cells","Ceacam16"
"Plcb2",2.67168852390639e-29,0.99163902679591,0.234,0.067,4.40481286936446e-25,"Pro-B Cells","Plcb2"
"Slc8b1",2.82100170737156e-29,1.06994959756707,0.22,0.06,4.65098551494348e-25,"Pro-B Cells","Slc8b1"
"Hddc3",2.96394697483397e-29,1.40692392648191,0.153,0.033,4.88665937740877e-25,"Pro-B Cells","Hddc3"
"Atp6ap1",2.98834241273549e-29,0.468029499296987,0.599,0.244,4.926880135877e-25,"Pro-B Cells","Atp6ap1"
"Mrps18c",3.27257133154681e-29,0.486233013894846,0.469,0.179,5.39548835432122e-25,"Pro-B Cells","Mrps18c"
"Ppid",3.34461741408209e-29,0.708577179270515,0.316,0.103,5.51427073059715e-25,"Pro-B Cells","Ppid"
"Ypel5",3.5962579244337e-29,0.495017849837613,0.52,0.207,5.92915044001385e-25,"Pro-B Cells","Ypel5"
"Fcgrt",3.72593878894819e-29,2.10692246481085,0.121,0.022,6.14295528133888e-25,"Pro-B Cells","Fcgrt"
"Tep1",3.87739905460895e-29,0.50655601682215,0.333,0.11,6.39266782133377e-25,"Pro-B Cells","Tep1"
"Fut8",3.92169656657084e-29,0.512109847461052,0.573,0.248,6.46570112930535e-25,"Pro-B Cells","Fut8"
"H2-M3",3.98030877652402e-29,0.551036582920661,0.494,0.194,6.56233507985514e-25,"Pro-B Cells","H2-M3"
"Man1b1",3.99126891357023e-29,0.46288194353035,0.41,0.148,6.58040505780324e-25,"Pro-B Cells","Man1b1"
"Rbx1",4.12933300332785e-29,0.611116068747993,0.884,0.486,6.80803132258662e-25,"Pro-B Cells","Rbx1"
"Brk1",4.32996488888563e-29,0.643803087397661,0.842,0.434,7.13881311230575e-25,"Pro-B Cells","Brk1"
"Ddrgk1",4.34672023535355e-29,0.559918434440503,0.588,0.245,7.16643765202739e-25,"Pro-B Cells","Ddrgk1"
"Lmbrd2",4.36656230199772e-29,0.651343958583643,0.271,0.083,7.19915126730363e-25,"Pro-B Cells","Lmbrd2"
"Cnnm2",5.27859778820026e-29,1.40733682501523,0.164,0.038,8.70282417340576e-25,"Pro-B Cells","Cnnm2"
"Tmx1",5.6551668531021e-29,0.477106126880851,0.418,0.153,9.32367359070943e-25,"Pro-B Cells","Tmx1"
"Fbxo42",5.7667839612252e-29,0.402404492602121,0.469,0.18,9.50769671687199e-25,"Pro-B Cells","Fbxo42"
"Rad54l2",6.17229218920805e-29,0.43955733775206,0.46,0.174,1.01762581323473e-24,"Pro-B Cells","Rad54l2"
"Smim19",6.24866965922874e-29,0.698583818647177,0.387,0.139,1.03021816671704e-24,"Pro-B Cells","Smim19"
"Apmap",6.28828355734958e-29,0.877970143810421,0.226,0.063,1.03674931010023e-24,"Pro-B Cells","Apmap"
"Mkrn1",6.46456301905373e-29,0.564458965696606,0.559,0.232,1.06581250495139e-24,"Pro-B Cells","Mkrn1"
"mt-Co1",6.58720221862189e-29,0.27351733653769,1,0.999,1.08603202978419e-24,"Pro-B Cells","mt-Co1"
"Fancd2",6.79184980986264e-29,2.23065034687122,0.073,0.009,1.11977227815205e-24,"Pro-B Cells","Fancd2"
"Mtx1",7.15918777362071e-29,0.636394772583926,0.305,0.098,1.18033528823685e-24,"Pro-B Cells","Mtx1"
"Kif9",7.28260592319209e-29,1.24316465418828,0.164,0.038,1.20068323855668e-24,"Pro-B Cells","Kif9"
"Ube2q2",7.39758514954656e-29,0.403269622249034,0.551,0.224,1.21963986360574e-24,"Pro-B Cells","Ube2q2"
"Acadsb",7.63268944506817e-29,0.53735847255878,0.246,0.071,1.25840150880839e-24,"Pro-B Cells","Acadsb"
"Pin4",7.79817474699569e-29,0.671435453532572,0.384,0.137,1.28568507053718e-24,"Pro-B Cells","Pin4"
"Slc25a53",7.9829501834492e-29,0.53381989681563,0.28,0.086,1.31614899674527e-24,"Pro-B Cells","Slc25a53"
"Fam110a",8.35545365627689e-29,1.8621312782931,0.073,0.009,1.37756364431037e-24,"Pro-B Cells","Fam110a"
"Clcn6",8.41499604208312e-29,0.448495358966423,0.263,0.078,1.38738039745824e-24,"Pro-B Cells","Clcn6"
"Them6",9.58075137060773e-29,0.963749542147715,0.206,0.055,1.5795784784721e-24,"Pro-B Cells","Them6"
"Gm26756",9.62154358298239e-29,4.25797990679343,0.025,0.001,1.58630389052631e-24,"Pro-B Cells","Gm26756"
"Scoc",9.63300447650678e-29,0.97301219879904,0.209,0.056,1.58819344804167e-24,"Pro-B Cells","Scoc"
"Txn2",9.90811444075137e-29,0.541994052475007,0.573,0.235,1.63355082784668e-24,"Pro-B Cells","Txn2"
"Atp5g3",1.02795659243971e-28,0.590859312301778,0.692,0.315,1.69479203395535e-24,"Pro-B Cells","Atp5g3"
"Pgrmc1",1.06573423662297e-28,0.584547953533131,0.429,0.161,1.75707603592028e-24,"Pro-B Cells","Pgrmc1"
"Actr1b",1.11676300315635e-28,0.894482921241502,0.243,0.071,1.84120716330388e-24,"Pro-B Cells","Actr1b"
"Ddx49",1.15086826994277e-28,0.72746996623409,0.266,0.08,1.89743651665464e-24,"Pro-B Cells","Ddx49"
"Dnajc4",1.17329950633052e-28,1.04902698209153,0.186,0.046,1.93441889608713e-24,"Pro-B Cells","Dnajc4"
"C5ar1",1.20726695202116e-28,3.01140728965912,0.034,0.002,1.99042102379728e-24,"Pro-B Cells","C5ar1"
"Ier5",1.24498340168414e-28,0.623630246278592,0.927,0.57,2.05260413435665e-24,"Pro-B Cells","Ier5"
"Bhlha15",1.28536982017937e-28,3.48408364832172,0.034,0.002,2.11918922252972e-24,"Pro-B Cells","Bhlha15"
"Zfp260",1.2937223667869e-28,0.665528243684686,0.26,0.077,2.13296006612156e-24,"Pro-B Cells","Zfp260"
"Gm10138",1.33211955972683e-28,0.845977466392648,0.203,0.053,2.19626551812162e-24,"Pro-B Cells","Gm10138"
"Uqcrfs1",1.35965490885229e-28,0.555292499459286,0.636,0.274,2.24166304822477e-24,"Pro-B Cells","Uqcrfs1"
"Lrrc41",1.3649652302209e-28,0.629787481300455,0.294,0.094,2.2504181750652e-24,"Pro-B Cells","Lrrc41"
"Mecr",1.42835626448791e-28,0.716411779915391,0.328,0.112,2.35493097326121e-24,"Pro-B Cells","Mecr"
"Psmd12",1.43325396597244e-28,0.48668536485292,0.455,0.173,2.36300581369877e-24,"Pro-B Cells","Psmd12"
